question,answer_2022_08_22,answer_2022_08_25,similarity_score,length_diff,similarity_category
donde esta el esquema del informe final del practicum?,"📚 Puedes encontrar el esquema del informe final del Prácticum en la guía docente de la asignatura, que está disponible en tu Aula de Prácticas. ¿Hay algo más en lo que pueda ayudarte?",📚 Puedes encontrar el esquema del informe final del Prácticum en la guía del alumno dentro de tu Aula de Prácticas. También te recomiendo revisar el apartado 'Mis Prácticas' para más detalles sobre los informes que debes entregar. ¿Hay algo más en lo que pueda ayudarte?,0.8035320088300221,87,Very High (0.8-1.0)
donde puede ver mi prueba de conectividad,📅 Puedes realizar tu prueba de conectividad de exámenes desde tu plataforma virtual accediendo a la sección Exámenes o directamente en https://tablonexamenes.unir.net/. ¿Hay algo más en lo que pueda ayudarte?,🔍 ¿Podrías aclarar si te refieres a cómo acceder a los resultados de la prueba de conectividad o si necesitas ayuda con el proceso de realizarla? Estoy aquí para ayudarte con cualquier duda que tengas.,0.8068459657701712,7,Very High (0.8-1.0)
quiero ver si me he inscrito a las pruebas online,"😅 Si has realizado exámenes online recientemente, es posible que ya estés inscrito. Te recomiendo que accedas a tu plataforma virtual y verifiques en la sección de Exámenes. ¿Hay algo más en lo que pueda ayudarte?",🔍 ¿Podrías especificar si necesitas ayuda para verificar tu inscripción en el sistema de monitorización o en el formulario de inscripción a exámenes? También puedo ofrecerte información sobre cómo acceder a tu inscripción en el campus virtual.,0.8070175438596491,30,Very High (0.8-1.0)
hola me salen asignaturas en las que no estoy matriculada,📚 ¿Podrías darme más detalles sobre las asignaturas que ves en tu campus? ¿Te gustaría saber cómo verificar tu matrícula actual o cómo contactar a tu mentor para resolver este problema? Estoy aquí para ayudarte.,"⚙️ Puedes ocultar o mostrar las aulas de las asignaturas desde el apartado configuración/perfil para seleccionar las asignaturas a ocultar o desde cursos/ocultar de la vista. Cualquier duda, puedes ponerte en contacto con tu mentor o mentora UNIR.",0.8078602620087336,36,Very High (0.8-1.0)
usuario y contraseña de mi cuenta de correo estudiante,📧 ¿Te refieres a cómo acceder a tu cuenta de correo o necesitas ayuda para recuperar tu contraseña? Puedo proporcionarte información sobre ambos temas si me das un poco más de detalle.,"🔑 ¿Te refieres a cómo recuperar tu contraseña de la cuenta de correo @comunidadunir.net? Si es así, puedo proporcionarte los pasos para hacerlo. O, si necesitas información sobre cómo acceder a tu cuenta por primera vez, házmelo saber y estaré encantado de ayudarte.",0.8088888888888889,82,Very High (0.8-1.0)
donde puede encontrar las encuesyas de calidad de mis profesores,"📊 Durante el curso, podrás evaluar tu nivel de satisfacción con las asignaturas mediante varias encuestas de calidad que aparecerán en una ventana emergente en el campus. Además, en las primeras semanas, habrá una encuesta inicial. ¿Hay algo más en lo que pueda ayudarte?","📊 Durante el curso, podrás evaluar tu nivel de satisfacción con las asignaturas mediante varias encuestas de calidad que aparecerán en una ventana emergente en el campus. Si tu mentor/a te ha indicado que hay una encuesta activa y no te aparece, es recomendable que borres cookies e historial e intentes acceder de nuevo al aula correspondiente. ¿Hay algo más en lo que pueda ayudarte?",0.8109756097560976,114,Very High (0.8-1.0)
donde dirigirme para hacer los test del curso de espeialista,📝 ¿Te refieres a cómo inscribirte para los exámenes o a dónde acceder para realizarlos? Puedo proporcionarte información sobre el registro en el sistema de monitorización y cómo acceder a tus exámenes online.,"📚 Para realizar los test del curso de especialista, debes ingresar al campus y dirigirte al apartado 'Exámenes'. Allí encontrarás la información necesaria para acceder a tus exámenes. ¿Hay algo más en lo que pueda ayudarte?",0.8120649651972158,15,Very High (0.8-1.0)
donde cuelgo la primera entrega del trabajo de tfe? la primera actividad donde se cuelga?,"📥 La primera entrega de tu Trabajo Fin de Estudios (TFE) se cuelga en el aula virtual de TFE, en el apartado 'Envío de actividades/Tareas'. Allí podrás realizar el envío correspondiente. ¿Hay algo más en lo que pueda ayudarte?","📥 ¿Te refieres a la plataforma o sección específica del Campus Virtual donde debes subir la primera entrega del TFE? Si es así, puedo ayudarte a encontrar esa información. También, ¿quieres saber más sobre el contenido que debe incluir esta entrega?",0.8126315789473684,23,Very High (0.8-1.0)
dónde puedo descargar el smowl,💻 ¿Te refieres a cómo acceder al apartado de 'Exámenes' en tu plataforma virtual para descargar el sistema de monitorización? Puedo ayudarte con eso o con cualquier otro detalle que necesites sobre el proceso.,📥 Puedes descargar el sistema de monitorización requerido desde el apartado de 'Exámenes' en tu plataforma virtual. ¿Hay algo más en lo que pueda ayudarte?,0.8131868131868132,54,Very High (0.8-1.0)
si sacase un 5 no aprobaria?,"📚 ¿Podrías aclarar si te refieres a la nota del examen o a la nota final de la asignatura? Además, ¿quieres saber más sobre cómo se calcula la nota final considerando la evaluación continua y el examen?","📚 Para aprobar, necesitas alcanzar la nota mínima establecida para cada asignatura. Si el 5 es esa nota mínima, entonces sí, aprobarías. ¿Hay algo más en lo que pueda ayudarte?",0.8148148148148148,26,Very High (0.8-1.0)
"buenas noches, tengo problema con la cuenta microsoft y oultlook. tengo problemas con contraseña, y para los examenes lo necesito. como podemos hacerlo?",🔑 ¿Te gustaría que te ayude con el proceso de recuperación de la contraseña de tu cuenta de Office 365? También puedo proporcionarte información sobre cómo acceder a tus exámenes una vez que resuelvas el problema. ¿Qué prefieres hacer primero?,"🔑 ¿Has intentado seguir los pasos para recuperar la contraseña de tu cuenta de Office 365? Si necesitas más detalles sobre cómo hacerlo o si hay algo más específico en lo que pueda ayudarte, ¡házmelo saber!",0.8151447661469933,37,Very High (0.8-1.0)
como ver las aulas del semestre en el campus virtual?,"📅 Las aulas de tus asignaturas se activarán el día de inicio de docencia en cada cuatrimestre. Si no puedes acceder después de esta fecha, te recomiendo que contactes a tu mentor. ¿Hay algo más en lo que pueda ayudarte?","📅 Las aulas de tus asignaturas se activarán y aparecerán en tu campus virtual el día de inicio de docencia en cada cuatrimestre, con el temario de la asignatura cargado en el apartado 'Temas'. Si, pasada esta fecha, no puedes acceder, te recomiendo que contactes a tu mentor. ¿Hay algo más en lo que pueda ayudarte?",0.8164794007490637,96,Very High (0.8-1.0)
puedes ser más especifica? sigo sin encontrarlo,"📚 ¿Podrías aclarar qué información específica estás buscando sobre los estudios? ¿Te refieres a programas académicos, requisitos de inscripción, o algo más? Estoy aquí para ayudarte con cualquier duda que tengas.","🔍 ¿Podrías darme más detalles sobre el tema específico que estás buscando? ¿Te refieres a alguno de los siguientes: reconocimiento de créditos, exámenes, defensa de TFE, trabajo fin de estudios, campus virtual, evaluación continua, títulos, secretaría o prácticas? Estoy aquí para ayudarte.",0.8167330677290837,78,Very High (0.8-1.0)
a que debo de darle para empezar a escribir en el foro?,💬 ¿Te gustaría saber más sobre cómo acceder a los foros o sobre el proceso para crear un nuevo hilo de mensajes? Puedo proporcionarte detalles sobre esos pasos si lo necesitas.,"📝 Para ayudarte mejor, ¿te gustaría saber cómo acceder al foro o cómo crear un nuevo hilo de mensajes? También puedo proporcionarte información sobre la programación de los foros y su funcionamiento.",0.8213333333333334,23,Very High (0.8-1.0)
si yo en el examen saco un 5 y todos los trabajos aprobados con 8 y 9 me hace media?,"📊 Para calcular tu nota media, puedes usar la siguiente fórmula: (Nota examen * 0.6) + (Nota trabajos * 0.4). Si tus trabajos tienen notas de 8 y 9, primero debes calcular la media de esos trabajos y luego aplicar los porcentajes. ¿Te gustaría que te ayude con el cálculo específico?",📊 ¿Te gustaría saber más sobre cómo se calcula la media en función de las notas de los exámenes y las actividades de evaluación continua? También puedo proporcionarte información sobre la normativa específica que regula este proceso.,0.8217054263565892,50,Very High (0.8-1.0)
donde encuentro el curso de introduccion al campues virtual?,"📚 Para encontrar el curso de introducción al campus virtual, te recomiendo acceder al apartado 'Tu Campus' > 2- Conoce tu campus virtual, que está ubicado en el Aula de Información General. ¿Hay algo más en lo que pueda ayudarte?","📚 Puedes encontrar el aula virtual en el Campus Virtual, al que puedes acceder desde un ordenador, móvil o cualquier otro dispositivo con conexión a Internet. Para más detalles, dirígete al apartado 'Tu Campus' > 2- Conoce tu campus virtual ubicado en el Aula de Información General. ¿Hay algo más en lo que pueda ayudarte?",0.822463768115942,94,Very High (0.8-1.0)
"buenas! no consigo acceder al apartado de documentación de mi clase de historia, situación actual y perspectivas del futuro de la educación especial","📚 ¿Podrías confirmar si ya has revisado el apartado 'Temas' o 'Documentación/Archivos' en el menú de tu aula? Si aún no puedes acceder, quizás sería útil que contactaras a tu mentor para que te ayude con este inconveniente.","📚 ¿Podrías confirmar si ya has revisado el apartado 'Temas' o 'Documentación/Archivos' en el menú de tu aula? También, si el problema persiste, te recomendaría contactar a tu mentor o al servicio de Atención Técnica para obtener ayuda específica. Estoy aquí para ayudarte con cualquier otra duda que tengas.",0.8226415094339623,84,Very High (0.8-1.0)
como saber quien es mi mentor,"📞 Tu mentor asignado es IRENE MENDAZA RUIZ, y puedes contactarla al 941 610 026 con extensión 4024. También está MANUEL GALARRETA ESPINOSA, quien se puede contactar al mismo número con extensión 5001. ¿Hay algo más en lo que pueda ayudarte?","📞 Tu mentor o mentora es IRENE MENDAZA RUIZ, y puedes contactarla al 941 610 026 con extensión 4024. También está MANUEL GALARRETA ESPINOSA, disponible en el mismo número con extensión 5001. Puedes comunicarte con ellos a través del correo electrónico del Campus Virtual desde 'Bandeja de entrada'. ¿Hay algo más en lo que pueda ayudarte?",0.8235294117647058,98,Very High (0.8-1.0)
donde encontrar el aula de prácticas?,"🏫 ¿Te refieres a cómo acceder al aula de prácticas en el Campus Virtual? O, ¿estás buscando información sobre un aula física específica? Estoy aquí para ayudarte con cualquier duda que tengas.",🏫 ¿Te refieres a cómo acceder al aula de prácticas en el Campus Virtual? Puedo ofrecerte más información sobre los pasos a seguir o sobre lo que puedes encontrar en esa sección. ¿Te gustaría saber más sobre eso?,0.8238213399503722,19,Very High (0.8-1.0)
quiero ver los exámenes,"📅 Aquí tienes los próximos exámenes programados:  



- 📜 **La Formación Histórica de la Cultura Jurídica Europea**:  

  - **Fecha**: 5 de septiembre de 2025  

  - **Hora de Inicio**: 17:00  

  - **Duración**: 125 minutos  

  - **Ciudad**: Madrid PRESENCIAL  

  - **Hotel**: ILUNION SUITES MADRID*  

  - **Dirección**: C/López de Hoyos, 143 · 28002 Madrid  



- 📜 **Derecho Romano Privado**:  

  - **Fecha**: 5 de septiembre de 2025  

  - **Hora de Inicio**: 19:30  

  - **Duración**: 125 minutos  

  - **Ciudad**: Madrid PRESENCIAL  

  - **Hotel**: ILUNION SUITES MADRID*  

  - **Dirección**: C/López de Hoyos, 143 · 28002 Madrid  



¿Hay algo más en lo que pueda ayudarte? ✨","📅 Aquí tienes el listado de los próximos exámenes:  



- 5111000004.- La Formación Histórica de la Cultura Jurídica Europea:  

  - **Año Académico**: 2024-2025  

  - **Periodo Lectivo**: Primer cuatrimestre  

  - **Estudio**: Grado en Derecho  

  - **Fecha del Examen**: 5 de septiembre de 2025  

  - **Hora de Inicio**: 17:00  

  - **Duración**: 125 minutos  

  - **Ciudad**: Madrid PRESENCIAL  

  - **Hotel**: ILUNION SUITES MADRID*  

  - **Dirección**: C/López de Hoyos, 143 · 28002 Madrid  



- 5111000003.- Derecho Romano Privado:  

  - **Año Académico**: 2024-2025  

  - **Periodo Lectivo**: Primer cuatrimestre  

  - **Estudio**: Grado en Derecho  

  - **Fecha del Examen**: 5 de septiembre de 2025  

  - **Hora de Inicio**: 19:30  

  - **Duración**: 125 minutos  

  - **Ciudad**: Madrid PRESENCIAL  

  - **Hotel**: ILUNION SUITES MADRID*  

  - **Dirección**: C/López de Hoyos, 143 · 28002 Madrid  



¿Hay algo más en lo que pueda ayudarte?",0.8262967430639324,278,Very High (0.8-1.0)
porque tengo activas las asignaturas de todo el curso y no solo las del primer cuatrimestre?,"📚 ¿Te gustaría saber más sobre cómo funciona el acceso a las asignaturas durante el curso académico? O, ¿estás interesado en conocer más sobre el proceso de activación de las aulas en cada cuatrimestre? Estoy aquí para ayudarte con cualquier duda que tengas.","📚 Tendrás acceso al contenido de las asignaturas durante todo el curso académico en el que te has matriculado. Tras la celebración de los exámenes de convocatoria extraordinaria, se llevará a cabo el cierre progresivo de las aulas; por lo que te animo a que descargues el material que desees conservar. ¿Hay algo más en lo que pueda ayudarte?",0.8266666666666667,84,Very High (0.8-1.0)
¿dónde puedo encontrar la solicitud del tfe? no lo encuentro,"📄 Puedes encontrar el formulario de solicitud del TFE en el apartado Secretaría del campus virtual. Una vez cumplimentado, deberás enviarlo a solicitud@unir.net. ¿Hay algo más en lo que pueda ayudarte?","📄 Puedes encontrar el formulario de solicitud del TFE en el apartado Secretaría del campus virtual. Si necesitas más ayuda, ¡estaré encantado de asistirte! ✨",0.8268156424581006,44,Very High (0.8-1.0)
